Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
Sudoku Ball Detective,Wii,2009.0,Puzzle,0.02,0.01,0.0,0.0,,tbd,E10+
The Ant Bully,GBA,2006.0,Platform,0.03,0.01,0.0,0.0,,tbd,E
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,PSP,2010.0,Adventure,0.0,0.0,0.04,0.0,,,
Sega Arcade Gallery,GBA,2003.0,Misc,0.03,0.01,0.0,0.0,70.0,tbd,E
Tao Adventure: Curse Demon,DS,2005.0,Role-Playing,0.03,0.0,0.0,0.0,,,
"My World, My Way (US sales)",DS,2008.0,Role-Playing,0.04,0.0,0.0,0.0,,,
S.T.A.L.K.E.R.: Clear Sky,PC,2008.0,Shooter,0.0,0.03,0.0,0.01,75.0,7.7,M
Black Stone: Magic & Steel,XB,2003.0,Role-Playing,0.03,0.01,0.0,0.0,,,
NHRA Drag Racing: Countdown to the Championship,PS2,2007.0,Racing,0.02,0.01,0.0,0.0,,,
Sins of a Solar Empire: Trinity,PC,2010.0,Strategy,0.0,0.03,0.0,0.01,,7.9,T
Bratz Kidz,DS,2008.0,Misc,0.03,0.0,0.0,0.0,,tbd,E
Harukanaru Toki no Naka de: Maihitoyo,PS2,2006.0,Adventure,0.0,0.0,0.04,0.0,,,
Painkiller: Hell Wars,XB,2006.0,Shooter,0.03,0.01,0.0,0.0,68.0,7.4,M
Housekeeping,DS,,Action,0.0,0.0,0.04,0.0,,,
My Hero Academia: Battle for All,3DS,2016.0,Action,0.0,0.0,0.04,0.0,,,
FunkMaster Flex's Digital Hitz Factory,PS2,2003.0,Misc,0.02,0.01,0.0,0.0,71.0,8.9,E
Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,DS,2007.0,Racing,0.03,0.0,0.0,0.0,,,
Greg Hastings Paintball 2,PS3,2010.0,Shooter,0.03,0.0,0.0,0.0,46.0,tbd,E10+
Sangoku Koi Senki: Otome no Heihou!,PSP,2012.0,Adventure,0.0,0.0,0.04,0.0,,,
Castlevania Bloodlines,GEN,1994.0,Platform,0.0,0.0,0.04,0.0,,,
Hakuouki: Zuisouroku DS,DS,2011.0,Adventure,0.0,0.0,0.04,0.0,,,
Detective Conan: Prelude from the Past,PSP,2012.0,Action,0.0,0.0,0.04,0.0,,,
100 Classic Games,DS,2011.0,Misc,0.0,0.03,0.0,0.0,,,
Luminous Arc 3,DS,2009.0,Role-Playing,0.0,0.0,0.04,0.0,,,
Adventure Time: Explore the Dungeon Because I Don't Know!,WiiU,2013.0,Action,0.02,0.01,0.0,0.0,,,
World in Conflict,PC,2007.0,Strategy,0.0,0.03,0.0,0.01,89.0,8.1,T
XBLAZE Code: Embryo,PS3,2013.0,Adventure,0.02,0.0,0.01,0.01,,7.1,M
The Legend of Heroes: Trails in the Sky SC Evolution,PSV,2015.0,Role-Playing,0.0,0.0,0.03,0.0,,,
Major League Baseball 2K8,PSP,,Sports,0.03,0.0,0.0,0.0,63.0,tbd,E
FabStyle,3DS,2011.0,Strategy,0.0,0.0,0.03,0.0,,,
Rebel Raiders: Operation Nighthawk,PS2,2006.0,Simulation,0.02,0.01,0.0,0.0,53.0,tbd,E10+
Astrology DS,DS,2009.0,Misc,0.03,0.0,0.0,0.0,,,
Zenkoku Dekotora Matsuri,Wii,2008.0,Racing,0.0,0.0,0.03,0.0,,,
Cooking Mama: My Sweets Shop,3DS,2014.0,Simulation,0.0,0.0,0.03,0.0,,,
Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,3DS,2016.0,Action,0.0,0.0,0.03,0.0,,,
Alienators: Evolution Continues,GBA,2001.0,Action,0.03,0.01,0.0,0.0,54.0,tbd,E
Onechanbara Z Kagura,PS3,2013.0,Action,0.0,0.0,0.03,0.0,,,
Dead or Alive Xtreme 3: Venus,PSV,2016.0,Sports,0.0,0.0,0.03,0.0,,,
Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,PS3,2010.0,Misc,0.0,0.0,0.03,0.0,,,
Pro Cycling Manager 2016,PC,2016.0,Sports,0.0,0.03,0.0,0.0,64.0,4.8,
Pirates: Duels on the High Seas,DS,2008.0,Action,0.03,0.0,0.0,0.0,50.0,tbd,E
MX World Tour Featuring Jamie Little,XB,2005.0,Racing,0.03,0.01,0.0,0.0,51.0,tbd,E
PriPara Mezameyo! Megami no Dress Design,3DS,2016.0,Action,0.0,0.0,0.03,0.0,,,
Tomb Raider: Anniversary,PC,2007.0,Action,0.0,0.03,0.0,0.01,83.0,8.1,T
Sengoku Basara: Sanada Yukimura-Den,PS4,2016.0,Action,0.0,0.0,0.03,0.0,,,
Marines: Modern Urban Combat,Wii,2010.0,Shooter,0.03,0.0,0.0,0.0,,tbd,T
Infamous: First Light,PS4,2014.0,Action,0.0,0.03,0.0,0.0,73.0,7.5,T
The Idolmaster: Gravure For You! Vol. 4,PS3,2012.0,Misc,0.0,0.0,0.03,0.0,,,
Puyo Pop Fever(us sales),DS,2004.0,Puzzle,0.03,0.0,0.0,0.0,,,
Tour de France 2014,PS4,2014.0,Sports,0.0,0.03,0.0,0.0,53.0,5.1,E
RedCard 20-03,XB,2002.0,Sports,0.03,0.01,0.0,0.0,67.0,9,E
Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,DS,2009.0,Role-Playing,0.0,0.0,0.03,0.0,,,
Deal or No Deal: Special Edition,DS,2010.0,Misc,0.03,0.0,0.0,0.0,,tbd,E
Puyo Puyo 7,PSP,2009.0,Puzzle,0.0,0.0,0.03,0.0,,,
Asterix & Obelix: Kick Buttix,PS2,2004.0,Action,0.02,0.01,0.0,0.0,,,
Radiant Silvergun,SAT,1998.0,Shooter,0.0,0.0,0.03,0.0,,,
The Night of the Rabbit,PC,2013.0,Adventure,0.0,0.03,0.0,0.0,75.0,7.5,
Bounty Hounds,PSP,2006.0,Action,0.03,0.0,0.0,0.0,63.0,6,T
Care Bears - Care Quest,GBA,2005.0,Action,0.02,0.01,0.0,0.0,,,
Burnout Paradise: The Ultimate Box,X360,2009.0,Racing,0.0,0.03,0.0,0.0,,,
Even in a Game Listen to Me Girls. I Am Your Father!,PSP,2012.0,Action,0.0,0.0,0.03,0.0,,,
Tokyo Majin Gakuen: Kenfuuchou,DS,2008.0,Adventure,0.0,0.0,0.03,0.0,,,
Challenge Me: Word Puzzles,DS,2011.0,Puzzle,0.03,0.0,0.0,0.0,,tbd,E10+
Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,GBA,2002.0,Action,0.0,0.0,0.03,0.0,,,
NHRA Drag Racing: Countdown to the Championship,PSP,2007.0,Racing,0.03,0.0,0.0,0.0,,,
Zatch Bell! Electric Arena,GBA,2003.0,Fighting,0.02,0.01,0.0,0.0,,,
TOCA Race Driver 3,XB,2006.0,Racing,0.03,0.01,0.0,0.0,84.0,8,E10+
A Game of Thrones: Genesis,PC,2011.0,Strategy,0.0,0.03,0.0,0.01,53.0,4,
Gothic Universe,PC,2007.0,Role-Playing,0.0,0.03,0.0,0.01,,7.9,M
Daito Giken Premium Pachi-Slot Collection: Yoshimune,PS2,2006.0,Misc,0.0,0.0,0.03,0.0,,,
Diabolik Lovers: Dark Fate,PSV,2015.0,Action,0.0,0.0,0.03,0.0,,,
Sky Dancers,GBA,2005.0,Action,0.02,0.01,0.0,0.0,,,
Need for Speed (2015),PC,2016.0,Racing,0.0,0.03,0.0,0.0,,,
Silent Scope,GBA,2002.0,Shooter,0.02,0.01,0.0,0.0,70.0,8,T
Deer Drive: Legends,3DS,2012.0,Action,0.03,0.0,0.0,0.0,,tbd,T
World Series of Poker: Tournament of Champions 2007 Edition,PS2,2006.0,Misc,0.02,0.01,0.0,0.0,,,
Yggdra Union: We'll Never Fight Alone,GBA,2006.0,Role-Playing,0.0,0.0,0.03,0.0,,,
The Cursed Crusade,PC,2011.0,Action,0.0,0.03,0.0,0.01,55.0,6,M
Hotel Giant 2,PC,2008.0,Strategy,0.0,0.03,0.0,0.0,58.0,2.5,E
Gakusen Toshi Asterisk Festa: Houka Kenran,PSV,2016.0,Fighting,0.0,0.0,0.03,0.0,,,
Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,PS3,2012.0,Misc,0.0,0.0,0.03,0.0,,,
Caesar III,PC,1998.0,Strategy,0.0,0.03,0.0,0.0,,8.7,E
DarkStar One,PC,2006.0,Simulation,0.0,0.03,0.0,0.01,71.0,7.2,T
Wangan Midnight,PS3,2007.0,Racing,0.0,0.0,0.03,0.0,,,
ESPN NBA 2Night 2002,PS2,2002.0,Sports,0.02,0.01,0.0,0.0,59.0,tbd,E
Cabela's Dangerous Hunts 2,GC,2005.0,Sports,0.03,0.01,0.0,0.0,,tbd,T
Kekkaishi: Kokubourou no Kage,Wii,2007.0,Action,0.0,0.0,0.03,0.0,,,
"Crouching Tiger, Hidden Dragon",GBA,2003.0,Action,0.02,0.01,0.0,0.0,60.0,tbd,T
Suzumiya Haruhi no Tsuisou,PS3,2011.0,Adventure,0.0,0.0,0.03,0.0,,,
Mame Goma: Shiro to Kuro no Meikyuu,3DS,2012.0,Action,0.0,0.0,0.03,0.0,,,
Trap Gunner: Countdown to Oblivion,PS,1998.0,Strategy,0.02,0.01,0.0,0.0,,,
Hitman: Blood Money,PC,2006.0,Action,0.0,0.03,0.0,0.01,82.0,8.8,M
Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,DS,2006.0,Adventure,0.0,0.0,0.03,0.0,,,
Harukanaru Toki no Naka de Yumenoukihashi Special,PS2,2009.0,Adventure,0.0,0.0,0.03,0.0,,,
Duke Nukem 3D: 20th Anniversary World Tour,PS4,2016.0,Shooter,0.03,0.0,0.0,0.01,77.0,6.9,M
Section 8,PC,2009.0,Shooter,0.02,0.01,0.0,0.0,72.0,7,T
Tsuyo Kiss: Mighty Heart,PS2,2006.0,Adventure,0.0,0.0,0.03,0.0,,,
Sabre Wulf,GBA,,Platform,0.02,0.01,0.0,0.0,75.0,8,E
Alpha Protocol,PC,2010.0,Role-Playing,0.0,0.03,0.0,0.01,72.0,7.5,M
Planescape: Torment,PC,1998.0,Role-Playing,0.01,0.02,0.0,0.0,91.0,9.2,T
Gacharoku,PS2,2002.0,Misc,0.0,0.0,0.03,0.0,,,
Cake Mania: Baker's Challenge,PSP,2008.0,Puzzle,0.03,0.0,0.0,0.0,,tbd,E
SX Superstar,GC,2003.0,Racing,0.03,0.01,0.0,0.0,,,
Zoo Vet: Endangered Animals,DS,2008.0,Simulation,0.03,0.0,0.0,0.0,,tbd,E10+
Paddington: Adventures in London,3DS,2015.0,Puzzle,0.0,0.03,0.0,0.0,,tbd,
Driven,GBA,2001.0,Racing,0.02,0.01,0.0,0.0,68.0,tbd,E
Star Wars Jedi Knight: Jedi Academy,PC,2003.0,Shooter,0.0,0.03,0.0,0.0,81.0,8.6,T
Red Faction II,GC,2003.0,Shooter,0.03,0.01,0.0,0.0,79.0,7.3,M
Langrisser: Re:Incarnation Tensei,3DS,2015.0,Role-Playing,0.02,0.0,0.01,0.0,,,
Atelier Firis: The Alchemist of the Mysterious Journey,PS4,2016.0,Role-Playing,0.0,0.0,0.03,0.0,,,
Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,DS,2011.0,Role-Playing,0.0,0.0,0.03,0.0,,,
SD Gundam G Generation: Gather Beat 2,WS,2001.0,Strategy,0.0,0.0,0.03,0.0,,,
Battle Engine Aquila,PS2,2003.0,Shooter,0.02,0.01,0.0,0.0,73.0,9,T
Hello Kitty: Roller Rescue,PC,2005.0,Action,0.0,0.03,0.0,0.0,,,
Special Forces: Nemesis Strike,XB,2005.0,Shooter,0.03,0.01,0.0,0.0,60.0,6.5,M
Women's Volleyball Championship,PS2,2007.0,Sports,0.0,0.0,0.03,0.0,32.0,4,E
Jikkyou Powerful Pro Yakyuu Wii Ketteiban,Wii,2007.0,Sports,0.0,0.0,0.03,0.0,,,
Rakushou! Pachi-Slot Sengen 5: Rio Paradise,PS2,2007.0,Misc,0.0,0.0,0.03,0.0,,,
Crimson Tears,PS2,2004.0,Role-Playing,0.02,0.01,0.0,0.0,62.0,7.8,T
Battle Assault 3 featuring Gundam Seed,PS2,2004.0,Action,0.02,0.01,0.0,0.0,48.0,8.7,T
WRC: FIA World Rally Championship,PSP,2005.0,Racing,0.02,0.01,0.0,0.0,67.0,7.8,E
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,DS,2008.0,Simulation,0.0,0.0,0.03,0.0,,,
Batman Forever: The Arcade Game,PS,1996.0,Action,0.02,0.01,0.0,0.0,,,
Romance of the Three Kingdoms (3DS),3DS,2013.0,Strategy,0.0,0.0,0.03,0.0,,,
Living Legends: Frozen Beauty,PC,2014.0,Action,0.0,0.03,0.0,0.0,,tbd,
Cabela's Outdoor Adventures,GC,2005.0,Sports,0.03,0.01,0.0,0.0,,8.8,T
Penguins of Madagascar,WiiU,2014.0,Action,0.01,0.02,0.0,0.0,,5.2,E
Rapala Tournament Fishing!,X360,2006.0,Sports,0.03,0.0,0.0,0.0,41.0,8,E
Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,PS3,2011.0,Strategy,0.0,0.0,0.03,0.0,,,
Backyard NFL Football 2006,GBA,2005.0,Sports,0.02,0.01,0.0,0.0,,,
Superstars V8 Racing,PS3,2009.0,Racing,0.0,0.02,0.0,0.01,66.0,4.9,E
,GEN,1993.0,,0.0,0.0,0.03,0.0,,,
Detective Conan: Phantom Rhapsody,3DS,2014.0,Action,0.0,0.0,0.03,0.0,,,
Mashiro Iro Symphony: *mutsu-no-hana,PSP,2011.0,Adventure,0.0,0.0,0.03,0.0,,,
Monster Guardians,GBA,2001.0,Role-Playing,0.0,0.0,0.03,0.0,,,
Sunday vs Magazine Shuuketsu! Choujou Daikessen,PSP,2009.0,Fighting,0.0,0.0,0.03,0.0,,,
An American Tail: Fievel's Gold Rush,GBA,2002.0,Platform,0.02,0.01,0.0,0.0,,,
Magna Carta Portable,PSP,2006.0,Role-Playing,0.0,0.0,0.03,0.0,,,
Diabolik Lovers: More Blood,PSP,2013.0,Adventure,0.0,0.0,0.03,0.0,,,
Swords,Wii,,Fighting,0.03,0.0,0.0,0.0,,tbd,T
The Italian Job,GC,2003.0,Racing,0.03,0.01,0.0,0.0,56.0,tbd,T
Super Dodgeball Brawlers (jp sales),DS,2008.0,Sports,0.0,0.0,0.03,0.0,,,
Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,PSP,2007.0,Role-Playing,0.0,0.0,0.03,0.0,,,
Crazy Chicken: Star Karts,DS,2008.0,Racing,0.03,0.0,0.0,0.0,,tbd,E
JoJo's Bizarre Adventure: Eyes of Heaven,PS4,2015.0,Fighting,0.0,0.0,0.03,0.0,61.0,7.4,T
M&Ms Shell Shocked,PS,2001.0,Action,0.02,0.01,0.0,0.0,,,
K-On! After School Live!! HD Ver.,PS3,2012.0,Action,0.0,0.0,0.03,0.0,,,
Metal Gear Solid: The Essential Collection (JP sales),PS2,2007.0,Adventure,0.0,0.0,0.03,0.0,,,
Ukiyo no Shishi,PS3,2015.0,Action,0.0,0.0,0.03,0.0,,,
3D Baseball,PS,1996.0,Sports,0.02,0.01,0.0,0.0,,,
Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,PS2,2007.0,Misc,0.0,0.0,0.03,0.0,,,
First Queen: Ornic Senki,SNES,1994.0,Role-Playing,0.0,0.0,0.03,0.0,,,
Dream C Club Zero,X360,2011.0,Simulation,0.0,0.0,0.03,0.0,,,
Shining Stars,DS,2008.0,Action,0.03,0.0,0.0,0.0,,,
Medabots 9: Metabee / Rokusho,3DS,2015.0,Role-Playing,0.0,0.0,0.03,0.0,,,
The Void,PC,2008.0,Adventure,0.0,0.03,0.0,0.01,77.0,8.3,
Tail Concerto,PS,1998.0,Adventure,0.02,0.01,0.0,0.0,,,
Supreme Ruler: Cold War,PC,2011.0,Strategy,0.0,0.03,0.0,0.01,63.0,6.8,RP
Rise of Nations: Rise of Legends,PC,2006.0,Strategy,0.0,0.03,0.0,0.01,84.0,8.5,T
The Sum of All Fears,GC,2003.0,Shooter,0.03,0.01,0.0,0.0,36.0,3.4,T
James Pond: Codename Robocod,GBA,2005.0,Platform,0.02,0.01,0.0,0.0,,,
Yumi's Odd Odyssey,3DS,2013.0,Platform,0.0,0.0,0.03,0.0,74.0,7.7,E
Might & Magic X: Legacy,PC,2014.0,Role-Playing,0.0,0.03,0.0,0.0,,,
Night Head: The Labyrinth,PS,1995.0,Adventure,0.0,0.0,0.03,0.0,,,
Emma at the Farm,DS,2008.0,Adventure,0.03,0.0,0.0,0.0,,tbd,E
Utawarerumono Portable,PSP,2009.0,Role-Playing,0.0,0.0,0.03,0.0,,,
Gaia Saver Hero Saidai no Sakusen,SNES,1994.0,Role-Playing,0.0,0.0,0.03,0.0,,,
EverBlue 2,PS2,2002.0,Adventure,0.02,0.01,0.0,0.0,59.0,7.5,E
Kevin Van Dam: Big Bass Challenge,Wii,2010.0,Sports,0.03,0.0,0.0,0.0,,,
Sacra Terra: Angelic Night,PC,2011.0,Puzzle,0.01,0.02,0.0,0.01,,tbd,T
Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen,DS,2009.0,Adventure,0.0,0.0,0.03,0.0,,,
7 Wonders: Treasures of Seven,DS,2011.0,Puzzle,0.01,0.02,0.0,0.0,,,
YoKai Watch Dance: Just Dance Special Version,WiiU,2015.0,Misc,0.0,0.0,0.03,0.0,,,
Safari Adventures: Africa,Wii,2007.0,Adventure,0.03,0.0,0.0,0.0,,tbd,E
Junior Island Adventure,DS,2011.0,Puzzle,0.03,0.0,0.0,0.0,,tbd,E
Clever Kids: Pirates,DS,2008.0,Misc,0.0,0.03,0.0,0.0,,,
Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,PSP,2006.0,Misc,0.0,0.0,0.03,0.0,,,
Yumeiro Patissiere: My Sweets Cooking,DS,2010.0,Simulation,0.0,0.0,0.03,0.0,,,
Prey,PC,2006.0,Shooter,0.0,0.03,0.0,0.01,,,
Clannad,PS3,2011.0,Adventure,0.0,0.0,0.03,0.0,,,
Electroplankton,DS,2005.0,Misc,0.01,0.0,0.02,0.0,71.0,7,E
Just Dance 2017,PS4,2016.0,Misc,0.02,0.0,0.0,0.01,73.0,tbd,E10+
PowerSlave,PS,1996.0,Shooter,0.02,0.01,0.0,0.0,,,
SBK 2011: FIM Superbike World Championship,PC,2011.0,Racing,0.0,0.03,0.0,0.01,,,
Championship Manager Season 01/02,PC,2001.0,Sports,0.0,0.03,0.0,0.0,,,
Project Gotham Racing 2 (JP weekly sales),XB,2003.0,Action,0.0,0.0,0.03,0.0,,,
Maximum Racing: Drag & Stock Racer,Wii,2010.0,Racing,0.03,0.0,0.0,0.0,,,
CT Special Forces,GBA,2002.0,Action,0.02,0.01,0.0,0.0,71.0,tbd,T
Let's Sing 2016,PS4,2015.0,Action,0.03,0.0,0.0,0.01,,tbd,T
Casino Chaos With Las Vegas Players Collection,PC,2011.0,Misc,0.03,0.0,0.0,0.0,,tbd,T
Jewel Master: Cradle of Rome,Wii,2008.0,Puzzle,0.03,0.0,0.0,0.0,,tbd,E
Dragon's Dogma Online,PS3,2015.0,Role-Playing,0.0,0.0,0.03,0.0,,,
Nancy Drew: Alibi In Ashes,PC,2011.0,Adventure,0.03,0.0,0.0,0.0,,tbd,E
FIFA World Cup: Germany 2006,GBA,2006.0,Sports,0.02,0.01,0.0,0.0,57.0,6.9,E
Crash Time: Autobahn Pusuit,X360,2008.0,Racing,0.03,0.0,0.0,0.0,,,
Earthworm Jim 2,GBA,2002.0,Platform,0.02,0.01,0.0,0.0,45.0,5.7,E
Angler's Club: Ultimate Bass Fishing 3D,3DS,2011.0,Sports,0.0,0.03,0.0,0.0,,tbd,E
Dungeon Maker: Hunting Ground,PSP,2006.0,Role-Playing,0.03,0.0,0.0,0.0,70.0,6.4,E10+
Zoo Tycoon,PC,2001.0,Strategy,0.0,0.03,0.0,0.0,,,
Super Hero Generation,PS3,2014.0,Role-Playing,0.0,0.0,0.03,0.0,,,
Tamagotchi no Doki Doki Dream Omisecchi,3DS,2013.0,Simulation,0.0,0.0,0.03,0.0,,,
MotoGP,PSP,2006.0,Racing,0.03,0.0,0.0,0.0,69.0,7.1,E
Toushin Toshi,3DS,2014.0,Role-Playing,0.0,0.0,0.03,0.0,,,
Trine 2,WiiU,2012.0,Platform,0.0,0.03,0.0,0.0,,,
Suujin Taisen,DS,2007.0,Strategy,0.0,0.0,0.03,0.0,,,
Street Supremacy,PSP,2005.0,Racing,0.03,0.0,0.0,0.0,41.0,tbd,E
Driv3r,GBA,2005.0,Racing,0.02,0.01,0.0,0.0,,5.4,M
Best Friends Tonight,DS,2010.0,Misc,0.03,0.0,0.0,0.0,,tbd,E10+
Apache: Air Assault,PC,2010.0,Simulation,0.0,0.03,0.0,0.0,64.0,7.5,T
Fritz Chess,PS3,2009.0,Strategy,0.0,0.03,0.0,0.01,,,
River King: Mystic Valley (jp sales),DS,2007.0,Sports,0.0,0.0,0.03,0.0,,,
Winning Post World,PS2,2009.0,Sports,0.0,0.0,0.03,0.0,,,
Beyond the Labyrinth,3DS,,Role-Playing,0.0,0.0,0.03,0.0,,,
Call of Juarez: Bound in Blood,PC,2009.0,Shooter,0.0,0.03,0.0,0.0,78.0,8,M
Atelier Sophie: The Alchemist of the Mysterious Book,PS3,2015.0,Role-Playing,0.0,0.0,0.03,0.0,,,
Red Faction: Guerrilla,PC,2009.0,Shooter,0.0,0.03,0.0,0.01,82.0,7.5,M
.hack: Sekai no Mukou ni + Versus,PS3,2012.0,Action,0.0,0.0,0.03,0.0,,,
Medarot 9: Kabuto Ver. / Kuwagata Ver.,3DS,2015.0,Role-Playing,0.0,0.0,0.03,0.0,,,
Disney Sports Soccer,GC,2002.0,Sports,0.03,0.01,0.0,0.0,75.0,tbd,E
Clash of Elementalists,3DS,2013.0,Action,0.0,0.03,0.0,0.0,,,
Rugby 15,PSV,2015.0,Sports,0.0,0.03,0.0,0.01,,tbd,E
Cooking Mama 5: Bon Appetit!,3DS,2013.0,Simulation,0.0,0.0,0.03,0.0,,,
Legend of the Dragon,PSP,2007.0,Fighting,0.03,0.0,0.0,0.0,38.0,tbd,T
Mame Goma: Honobo no Nikki,DS,2007.0,Simulation,0.0,0.0,0.03,0.0,,,
F1 2016 (Codemasters),PC,2016.0,Racing,0.0,0.03,0.0,0.0,,,
Disney's Hide & Sneak,GC,2003.0,Action,0.03,0.01,0.0,0.0,,,
Deus Ex: Mankind Divided,PC,2016.0,Role-Playing,0.0,0.03,0.0,0.0,83.0,6.1,M
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PSV,2013.0,Strategy,0.0,0.0,0.03,0.0,,,
Nobunaga no Yabou: Kakushin with Power-Up Kit,PS2,2008.0,Strategy,0.0,0.0,0.03,0.0,,,
Astonishia Story,PSP,2006.0,Role-Playing,0.03,0.0,0.0,0.0,48.0,4.9,E10+
Raw Danger!,PS2,2006.0,Action,0.02,0.01,0.0,0.0,,,
Monster Rancher Hop-A-Bout,PS,2000.0,Action,0.02,0.01,0.0,0.0,,,
3DS Classic Collection,3DS,2016.0,Misc,0.03,0.0,0.0,0.0,,,
Prince of Persia: The Forgotten Sands,PC,2010.0,Action,0.0,0.03,0.0,0.0,75.0,6.6,T
Custom Beat Battle: Draglade 2,DS,2008.0,Fighting,0.0,0.0,0.03,0.0,,,
Gotouchi Kenkei DS,DS,2006.0,Misc,0.0,0.0,0.03,0.0,,,
The Sims 2: Glamour Life Stuff,PC,2006.0,Simulation,0.0,0.03,0.0,0.01,,6.7,T
Bikkuriman Daijiten,DS,,Misc,0.0,0.0,0.03,0.0,,,
Accel World: Ginyoku no Kakusei,PS3,2012.0,Adventure,0.0,0.0,0.03,0.0,,,
Elf Bowling 1 & 2,GBA,2005.0,Sports,0.02,0.01,0.0,0.0,,,
Turbo: Super Stunt Squad,DS,2013.0,Sports,0.0,0.03,0.0,0.0,,tbd,E
Game of Thrones (Telltale),XOne,2015.0,Adventure,0.03,0.0,0.0,0.0,,,
GunGriffon: Allied Strike,XB,2004.0,Simulation,0.02,0.01,0.0,0.0,55.0,tbd,T
Batman: A Telltale Game Series,X360,2016.0,Adventure,0.01,0.02,0.0,0.0,,,
Mystery Case Files: Ravenhearst,PC,2007.0,Puzzle,0.01,0.02,0.0,0.01,,tbd,E10+
Stacked with Daniel Negreanu,PSP,2006.0,Misc,0.03,0.0,0.0,0.0,63.0,tbd,T
Vitamin X Evolution,DS,2008.0,Adventure,0.0,0.0,0.03,0.0,,,
Saru! Get You! SaruSaru Daisakusen,PSP,2007.0,Platform,0.0,0.0,0.03,0.0,,,
Midnight Mysteries: The Edgar Allan Poe Conspiracy,PC,2009.0,Adventure,0.0,0.03,0.0,0.01,,tbd,T
Barbie and Her Sisters Puppy Rescue,3DS,2015.0,Action,0.0,0.03,0.0,0.0,,tbd,E
Arthur and the Invisibles,DS,2007.0,Adventure,0.03,0.0,0.0,0.0,,,
The Flintstones: Big Trouble in Bedrock,GBA,2001.0,Platform,0.02,0.01,0.0,0.0,,,
RACE On,PC,2009.0,Racing,0.0,0.03,0.0,0.01,73.0,8.2,E
PopCap Arcade Vol 2,X360,2009.0,Misc,0.03,0.0,0.0,0.0,67.0,tbd,E10+
Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,DS,2010.0,Misc,0.0,0.0,0.03,0.0,,,
Summon Night 6: Lost Borders,PS4,2016.0,Action,0.0,0.0,0.03,0.0,,,
Majesty 2: The Fantasy Kingdom Sim,X360,,Simulation,0.03,0.0,0.0,0.0,,,
Silverlicious,DS,2012.0,Action,0.03,0.0,0.0,0.0,,tbd,E
Smart Girl's Winter Wonderland,DS,2008.0,Misc,0.03,0.0,0.0,0.0,,tbd,E
BeatMania IIDX 14 Gold,PS2,2008.0,Simulation,0.0,0.0,0.03,0.0,,,
Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,SAT,1996.0,Misc,0.0,0.0,0.03,0.0,,,
Toriko: Ultimate Survival,3DS,2013.0,Action,0.0,0.0,0.03,0.0,,,
Song of the Deep,PC,2016.0,Action,0.03,0.0,0.0,0.0,73.0,6.3,E
Vegas Casino,DS,2007.0,Misc,0.03,0.0,0.0,0.0,,tbd,T
The Binding of Isaac,PC,2012.0,Action,0.0,0.03,0.0,0.0,84.0,8.3,
Madou Monogatari,SAT,1998.0,Role-Playing,0.0,0.0,0.03,0.0,,,
Maximum Racing: GP Classic Racing,Wii,2010.0,Racing,0.03,0.0,0.0,0.0,,tbd,E
Togainu no Chi: True Blood,PS2,2008.0,Adventure,0.0,0.0,0.03,0.0,,,
Castlevania: Lords of Shadow - Reverie,PS3,2011.0,Action,0.02,0.0,0.0,0.01,,,
Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,3DS,2012.0,Adventure,0.0,0.0,0.03,0.0,,,
Tork: Prehistoric Punk,XB,2005.0,Platform,0.02,0.01,0.0,0.0,62.0,6.2,E
Chicken Shoot 2,GBA,2005.0,Adventure,0.02,0.01,0.0,0.0,,tbd,E10+
Tokyo Xanadu eX+,PS4,2016.0,Role-Playing,0.0,0.0,0.03,0.0,,,
Airship Q,PSV,2015.0,Platform,0.0,0.0,0.03,0.0,,,
A Good Librarian Like a Good Shepherd: Library Party,PSV,2015.0,Action,0.0,0.0,0.03,0.0,,,
Overlord II,PC,2009.0,Action,0.0,0.03,0.0,0.0,79.0,8.1,T
